no,berita,tagging
2131,"""Perbincangan tersebut muncul sebagai buntut dari aksi Walk Out (WO) komposer kenamaan Indonesia, Ananda Sukarlan saat Gubernur DKI Jakarta Anies Baswedan berpidato dalam acara peringatan 90 tahun berdirinya Kolese Kanisius di JIExpo Kemayoran, Jakarta, Sabtu (11/11).Isu yang beredar, ketika Anies Baswedan berpidato, Ananda tiba-tiba berdiri dan kemudian WO ke luar ruangan. Disebut-sebut, salah satu pendiri sekaligus CTO Traveloka Derianto Kusuma yang hadir dalam acara tersebut, ikut menyalami Ananda setelah aksi walk out dan pidato Anies.Hal tersebut dianggap sebagai dukungan terhadap aksi Ananda. Namun isu itu akhirnya diklarifikasi oleh pihak Traveloka bahwa Derianto berhalangan hadir saat itu.""",Hoax
2133,"""Malam peringatan ulang tahun ke-90 Kolese Kanisius di Hall D JIExpo Kemayoran, Jakarta Utara, Sabtu (11/11/2017) lalu terus menjadi perbincangan hangat beberapa hari terakhir.Bukan soal eksitensi lembaga pendidikan Kolese Kanisius yang telah berhasil mencetak banyak anak bangsa berprestasi dan menduduki beberapa jabatan penting di negeri ini, tapi yang diperbincangkan adalah soal aksi walk out (WO) yang dilakukan pianis yang juga alumni Kolese Kanisius, Ananda Sukarlan.Hal ini menjadi ramai dibicarakan, lantaran Ananda memilih WO saat Gubernur DKI Jakarta Anies Baswedan memberikan sambutan di acara tersebut.Apalagi Ananda yang merupakan satu satu dari lima penerima penghargaan yang diberikan Kolese Kanisius, dalam sambutannya sempat mengkritik panitia acara yang sengaja mengundang tokoh yang bertentangan dengan nilai-nilai yang diajarkan Kanisius.Meski tak menyebut nama, namun dengan pidato yang disampaikan setelah aksi WO itu, dinilai oleh banyak pihak jika sosok yang dimaksud adalah Anies, dan berkaitan dengan situasi kampanye di Pilkada DKI 2017. Pro-kontra pun tak terelakan atas sikapnya itu.Dikutip dari Metrotvnews.com, Rabu (15/11/2017), Ananda yang dikonfirmasi mengaku aksi WO nya merupakan keputusan pribadi, dan tidak mewakili pihak manapun. Selain itu, ia juga membantah berbagai isu miring yang berhembus dengan menyebut dirinya sempat bersikap tidak sopan.“Ada yang bilang saya teriak-teriak naik kursi, itu nggak benar. Kejadiannya, saya duduk di kursi VIP yang berada di bagian depan, (bangku) nomor dua dari depan, sedangkan pintu keluar ada di belakang,"""" katanya.""""Jadi, kalau saya berdiri memang kelihatan. Saya berdiri dan walk out  dengan sopan karena saya nggak mau mengganggu orang yang ingin mendengarkan pidato Pak Anies. Situasinya saya berdiri dan ke belakang seperti orang ingin ke toilet,"""" sambung Ananda.Terkait tudingan jika ia menghasut beberapa undangan untuk WO, juga dibantah oleh Ananda. “Setelah itu ada beberapa yang ikut keluar, tetapi bukan karena provokasi saya. Itu bukan (tindakan) komplotan, kami tidak keluar semua. Duduk saya terpisah dari teman-teman, karena saya duduk VIP untuk terima penghargaan. Saya nggak berkomplot dengan teman-teman. Itu peristiwa spontan. Itu benar-benar inisiatif saya, bukan dari siapa-siapa,"""" ungkap Ananda.Atas berbagai rumor yang beredar, Ananda menyayangkan warganet yang tidak mencerna informasi secara benar. Bahkan isu merembet ke persoalan lain, seputar agama dan politik.“Ada sebuah website yang menulis saya itu Kristen. Tolong kalau mau fitnah riset dulu, Kanisius itu Katolik. Bukan Kristen. Saya sendiri Islam. Kalau mau memfitnah saya, lebih baik fitnah saya Katolik,"""" ucap Ananda.""""Tolong jelaskan juga bahwa ini tidak ada kaitannya dengan (Kolese) Kanisius. Pidato saya justru mengkritik (Kolese) Kanisius. Pidato saya tidak mengkritik Anies Baswedan. Pidato saya mengkritik panitia acara. Pidato saya juga tidak teriak-teriak seperti Hitler. Buat saya (pidato) itu cukup santun,"""" ungkapnya.Lebih jauh Ananda menjelaskan soal latar belakangnya yang tumbuh di lingkungan penuh keberagaman. Ananda belajar mengaji sewaktu kecil. Dia juga banyak membaca buku tentang agama lain. Termasuk mempelajari ajaran Katolik, Hindu, dan Budha.“Bagi saya, apa yang baik saya terapkan. Jadi, saya ggak kepikiran antiagama apapun, termasuk agama saya sendiri. Ini bukan soal SARA dan politik. Untuk website yang fitnah saya Kristen, tolong fitnahannya diganti jadi Katolik, karena Anda ingin menyerang Kanisius. Tolong jangan disamakan antara Katolik dan Kristen,” tandasnya.Sebelumnya Gubernur Anies yang diminta tanggapannya terkait aksi WO Ananda dan sejumlah alumni Kolese Kanisius, mengaku tak tahu menahu. Namun ia menegaskan bahwa dirinya memiliki hubungan baik dengan Kanisius.""""Saya malah baru tahunya sesudah dalam kantor. Pas datang tadi pagi pun saya belum tahu. Saya nggak tahu. Karena ketika ada di dalam ruangan semua orang ada di dalam situ. Bahkan begini Romo Baskoro itu sahabat saya. Beliau datang sendiri ke sini. Kemudian Romo Benny itu bersahabat baik,"""" kata kata Anies di Balai Kota Jakarta, Senin (13/11/2017).Atas apa yang terjadi, Anies mengatakan, ia menghormati setiap perbedaan pandangan yang ada. Ia mengatakan, setiap orang berhak mengungkapkan pendapatnya dengan cara masing-masing. Lagipula, lanjutnya, sebagai seorang pemimpin, ia memiliki tugas untuk mengayomi dan menyapa semua warga, tanpa memandang latar belakang.""""Saya menghormati perbedaan pandangan. Saya menghormati pandangan yang berbeda. Dan saya memberikan hak kepada siapa saja untuk mengungkapkan dengan caranya,"""" ungkap mantan Menteri Pendidikan dan Kebudayaan itu.""""Bagian kami adalah menyapa semua, mengayomi semua. Jadi itu tanggung jawab saya sebagai gubernur. Jadi saya akan menyapa semua mengayomi semua kalau kemudian ada reaksi negatif, ya itu bonus saja buat saya. Nggak ada sesuatu yang, biasa aja. Rileks,"""" pungkasnya.Menariknya, pro-kontra kejadian tersebut, merembet pada ajakan uninstall Traveloka di dunia maya. Kabarnya, ajakan itu dipicu lantaran hadir salah satu pendiri sekaligus CTO Traveloka Derianto Kusuma yang menyalami dan memberikan ucapan selamat ke Ananda atas aksinya.""""Nah kalau menurut saya begini. Kita hormati orang berpandangan. Hormati orang berbeda. Tidak perlu harus uninstall dan lain-lain,"""" demikian Anies menanggapi ajakan uninstall Traveloka, Selasa (14/11/2017).Pasalnya, lanjut mantan Rektor Universitas Paramadina itu, aplikasi Traveloka selama ini memberikan manfaat bagi masyarakat. Tidak seharusnya ajakan tersebut muncul hanya karena perbedaan pandangan.""""Traveloka juga memberikan manfaat bagi warga banyak. Toh itu sebuah jasa yang punya faedah yang besar bagi masyarakat banyak. Jadi mari kita biasakan untuk berbeda pandangan dengan sehat saling menghormati saling menghargai tanpa harus melakukan penghukuman-penghukuman seperti itu. Jadi nggak perlu uninstall segala macam,"""" jelas Anies.""",Hoax
2139,"""Ajakan meng-uninstall aplikasi Traveloka berseliweran di linimasa Twitter. Hal ini rupanya dipicu aksi walk out pianis Ananda Sukarlan saat Gubernur DKI Jakarta Anies Baswedan berpidato.Aksi walk out terjadi dalam acara peringatan 90 tahun berdirinya Kolese Kanisius pada Sabtu (11/11), di Hall D JIExpo Kemayoran. Ananda berdiri dari kursi VIP-nya dan walk out saat Anies memberikan sambutan. Aksinya diikuti sejumlah alumni lainnya.Berdasarkan informasi yang beredar di linimasa, hadir salah satu pendiri sekaligus CTO Traveloka Derianto Kusuma menyalami dan memberikan ucapan selamat ke Ananda setelah aksi walk out dan pidato Anies, yang dianggap sebagai dukungan terhadap aksi Ananda.Entah siapa yang memulai, informasi ini kemudian memancing sebagian netizen untuk melakukan aksi boikot Traveloka. Hashtag #BoikotTraveloka bertengger menjadi salah satu trending topic Twitter Indonesia. """,Hoax
2142,"""Saat memperingati 90 tahun berdirinya Kolese Kanisius, seorang Alumni bernama Ananda Sukarlan melakukan walk out ketika Gubernur DKI Jakarta Anies Rasyid Baswedan menyampaikan pidatonya.Hal tersebut dibenarkan oleh Press Release dari Perkumpulan Alumni Canisius 86 yang diterima Tribun pada Senin siang (13/11/2017).Pada keterangan tertulis, Ananda Sukarlan komponis sekaligus pianis berdiri dan meninggalkan tempat acara berdiri saat Anies Baswedan memberikan Pidato.""""Sabtu 11 November ini gubernur Jakarta, Anies Baswedan. Saat ia memberi pidato, Ananda Sukarlan berdiri dari kursi VIPnya dan walk out menunjukkan ketidaksetujuannya terhadap pidato Anies. Aksi ini kemudian diikuti oleh ratusan alumni dan anggota hadirin lainnya. Setelah memberikan pidatonya yang disambut dengan dingin oleh hadirin yang tinggal, Anies Baswedan meninggalkan tempat. Hadirin yang tadinya walk out pun memasuki ruangan kembali,"""" pada keterangan tersebut.Acara peringatan 90 tahun berdirinya Kolese Kanisius dihadiri oleh ribuan alumni Kanisius yang bertempat di Jiexpo Kemayoran, Jakarta Pusat.Saat menerima penghargaan, Ananda juga berkesempatan menyampaikan pidato selama 10 menit.Dalam pidatonya Ananda selain mengucapkan terima kasih ia juga memberikan kritik pada panitia penyelenggaraan.""""Anda telah mengundang seseorang dengan nilai-nilai serta integritas yang bertentangan dengan apa yang telah diajarkan kepada kami. Walaupun anda mungkin harus mengundangnya karena jabatannya, tapi next time kita harus melihat juga orangnya. Ia mendapatkan jabatannya dengan cara-cara yang tidak sesuai dengan nilai-nilai Kanisius. Ini saya tidak ngomong politik, ini soal hati nurani dan nilai kemanusiaan"""", katanya masih dalam keterangan tertulis tersebut.Setelah turun dari panggung, Ananda disalami dan mendapat pujian dari para nominator penerima penghargaan tsb, antara lain mantan menteri Ir. Sarwono Kusumaatmaja dan Pater E. Baskoro Poedjinoegroho S.J., Kepala SMA Kanisius.Dalam agenda juga dihadir alumni sekolah yang konsisten sampai sekarang hanya untuk laki-laki di Menteng Raya ini untuk pertama kalinya memberikan Penghargaan Kanisius ke 5 alumni dari berbagai generasi. 5 alumni ini tersaring dari 95 finalis yang menjadi kandidat.Mereka adalah Ananda Sukarlan (komponis & pianis), Derianto Kusuma (pendiri Traveloka), Romo Magnis Suseno (tokoh Jesuit), Irwan Ismaun Soenggono (tokoh pembina Pramuka) dan Dr. Boenjamin Setiawan (pendiri Kalbe Farma)""",Hoax
2143,"""Pianis dan komponis Ananda Sukarlan tak habis-habisnya dicerca sejumlah kalangan lantaran melakukan aksi protes dengan cara meninggalkan acara atau walk out, kala Gubernur DKI Jakarta Anies Baswedan pidato dalam perayaan 90 Tahun berdirinya Kolese Kanisius, Jakarta, Sabtu (11/11/2017) lalu.Di media sosial Twitter, ramai perdebatan antara yang mendukung sikapnya dan yang mengolok-olok. Musikus dan politikus Erros Djarot pun sampai angkat bicara, menyayangkan sikap Ananda Sukarlan. Bahkan beredar pula tulisan yang mengatasnamakan rohaniwan Frans Magnis Suseno di media sosial---meski tidak ada konfirmasi dari Romo Frans-Magnis apakah itu benar-benar tulisannya.Ananda diundang hadir dalam gelaran itu karena mendapat Penghargaan Kanisius bersama empat alumnus Kolese Kanisius lainnya yang duduk di kursi VIP. Aksi WO-nya menarik perhatian tamu lain, bahkan sempat diikuti beberapa alumnus lainnya.Jurnalis KBR, Asrul Dwi mewawancarai Ananda Sukarlan dan berbincang mengapa dia memilih keluar dari ruangan saat Anies Baswedan pidato.Kenapa Anda memilih walk out saat Gubernur Anies Baswedan pidato?Saya memang dari dulu nggak setuju cara Anies Baswedan, selama kampanye Pilkada DKI Jakarta. Juga apa yang dia lakukan selama tiga pekan ini, dimana apa saja yang sudah dilakukan Gubernur DKI sebelumnya, Ahok, dimentahkan. Jadi memang saya bukan pemilih dia. Lalu saya walk out karena saya enggak pengen dengar pidatonya lebih lanjut aja.Anda sempat bilang integritas Anies Baswedan yang diragukan. Apa maksudnya?Saya diajarkan orangtua dan sekolah saya tentang nilai-nilai perbedaan. Dari SD sampai SMA, saya belajar di sekolah Katolik. Sementara saya sendiri Islam. Itu tidak ada masalah dan enggak dibesar-besarin. Teman-teman baik saya juga dari suku manapun dan agama apapun. Itu tidak jadi alasan untuk memecah belah. Dan, seperti pidato saya, kita itu membuat perbedaan bersama agar menjadi lebih baik. Bukan untuk memecah belah.Apa Anda melihat Anies Baswedan masih melakukan itu?Ya Anda dengarkan saja pidato dia saat jadi gubernur.(Pada saat pelantikan sebagai Gubernur DKI Jakarta, Senin, 16 Oktober 2017, Anies Baswedan menyampaikan pidato, dimana salah satu isinya menyinggung soal pribumi. """"Jakarta adalah satu dari sedikit tempat di Indonesia yang merasakan hadirnya penjajah dalam kehidupan sehari-hari selama berabad-abad lamanya. Rakyat pribumi ditindas dan dikalahkan oleh kolonialisme. Kini telah merdeka, saatnya kita jadi tuan rumah di negeri sendiri. Jangan sampai Jakarta ini seperti yang dituluskan dalam pepatah Madura, “Itik se atellor, ajam se ngeremmi.” Itik yang bertelur, ayam yang mengerami. Kita yang bekerja keras untuk merebut kemerdekaan, kita yang bekerja keras untuk mengusir kolonialisme."""")Anda dibilang gagal move on pasca pemilihan gubernur baru Jakarta. Tanggapan Anda?Ya, saya sudah move-on, makanya saya enggak mau dengar pidato dia. Mau apa lagi? Dia sudah dipilih secara demokratis dan saya menerima dia sebagai gubernur. Tapi kalau saya harus mendengar pidatonya, jujur saya agak malas.Di sosial media jadi ramai lagi seteru tentang pilkada DKI Jakarta. Apalagi sudah ada polarisasi di masyarakat. Apa tidak memperkeruh suasana?Memang. Tapi yang memperkeruh bukan saya kok. Artinya, ada yang mulai dengan membuat website bahwa saya Kristen, segala macam. Saya sudah unggah di Instagram saya tentang bagaimana caranya memfitnah. Kalau mau fitnah saya, jangan bilang saya Kristen, bilang aja Katolik. Karena Kanisius itu sekolah Katolik. Jadi kalau mau fitnah, research-nya harus lebih benar. Itu mereka dalam gelombang.Lalu saya pernah bikin lelucon di Twitter dalam bahasa Inggris. Isinya gini: Hey I'm guy and I'm fall in love with that guy in front of me. And then I realize, its a mirror. Dan itu di-retweet oleh mereka ratusan kali. Saya lalu dikira homo. Jadi gini deh, sekarang ada google translete sebelum memfitnah terjemahkan dulu.Romo Frans Magnis kabarnya ikut berkomentar dan menyatakan tidak setuju dengan sikap anda. Komentar Anda?Itu mesti klarifikasi ke beliau (tentang tulisan di media sosial). Karena Romo Magnis datang cuma sebentar dan dia lagi sakit. Enggak bisa diganggu juga dalam hal ini. Waktu itu beliau sudah berbaik hati untuk datang menerima penghargaan. Jadi agak susah untuk klarifikasi.Belakangan muncul seruan untuk memboikot aplikasi Traveloka karena CEO-nya mendukung sikap Anda.CEO Traveloka itu enggak ada di sana. Kalau mau memboikot Traveloka, harus download dulu aplikasinya. Susah boikot, kalau enggak ada aplikasinya. Tapi saya enggak tahu gimana cara mereka memboikotnya. Asal jangan banting handphone saja.Ada berapa yang ikut aksi walk-out saat itu?Seangkatan saya, angkatan 1986.  Lalu kami foto-foto dan langsung diposting di Facebook. Itu kira-kira berapa belas ya. Jadi jangan anggap walk out terus naik motor di dalam hall sambil bawa bendera. Walkout saya sangat sopan, kayak orang ke toilet. Dan saya enggak mau mengganggu orang lain. Jadi saya berdiri, sangat silent, dan berjalan keluar. Cuma kebetulan saya duduk di kursi VIP.Tapi bagaimana mulanya bisa jadi ramai?Saya enggak tahu kenapa jadi viral. Memang saya kayaknya ngomong di Facebook, dan jadi viral. Makanya angkatan kami bikin statemen bahwa kami keluar atas inisiatif sendiri. Bukan berkomplot. Juga bukan atas nama Kanisius. Lagi pula saya itu kedudukan saya sama seperti Anies Baswedan atau Romo Magnis, yaitu tamu undangan.Dalam pidato saya, saya mengkritik panitia penyelenggara. Bukan siapa-siapa lagi.""",Hoax
2145,"""Ajakan meng-uninstall aplikasi Traveloka dalam dua hari ini berseliweran di linimasa media sosial. Hal ini rupanya dipicu aksi walk out pianis Ananda Sukarlan saat Gubernur DKI Jakarta Anies Baswedan berpidato.Aksi walk out tersebut terjadi dalam acara peringatan 90 tahun berdirinya Kolese Kanisius pada Sabtu (11/11), di Hall D JIExpo Kemayoran. Ananda berdiri dari kursi VIP-nya dan walk out saat Anies memberikan sambutan. Aksi Ananda diikuti sejumlah alumni lainnya.Berdasarkan informasi yang beredar di linimasa, hadir salah satu pendiri sekaligus CTO Traveloka Derianto Kusuma menyalami dan memberikan ucapan selamat ke Ananda setelah aksi walk out dan pidato Anies, yang dianggap sebagai dukungan terhadap aksi Ananda.Entah siapa yang memulai, informasi ini kemudian memancing sebagian netizen untuk melakukan aksi boikot Traveloka tak terkecuali netizen asal Banten. Hashtag #BoikotTraveloka bertengger menjadi salah satu trending topic Twitter Indonesia.Salah satu netizen asal Kota Cilegon yang saat ini bermukim di Qatar, Rahmat (40) mengatakan bahwa dirinya tidak sependapat dengan sikap Ananda dan Derianto sang pendiri Traveloka yang melakukan aksi WO di acara Kanisius. “Sikap mereka tidak toleran karena mencampuradukkan politik dan pendidikan,” ujar Rahmat.Hal senada diungkapkan oleh Rina (39) pengusaha garmen asal Tangerang yang juga mengunggah dilinimasa facebook miliknya. “Mulai sekarang bye-bye Traveloka, mending beli tiket di travel tetangga,” ujar Rina""",Hoax
2146,"""Gubernur DKI Jakarta Anies Baswedan mengaku tidak mempermasalahkan dan tetap menghormati sikap komponis Ananda Sukarlan yang memprotes kehadirannya dalam peringatan 90 tahun berdirinya Kolese Kanisius. “Saya akan menyapa semua, mengayomi semua. Kalau kemudian ada reaksi negatif, yah itu bonus buat saya. Enggak ada sesuatu, biasa saja,"""" ujar Anies di Balai Kota Jakarta, Senin, 13 November 2017.Ananda Sukarlan melancarkan aksi walk out untuk memprotes panita yang mengundang Anies dalam peringatan berdirinya Kolese Kanisius.""""Kenapa mengundang seseorang yang bertentangan dengan nilai-nilai yang diajarkan ke kita di Kanisius,"""" katanya, saat dihubungi Tempo, Senin, 13 Oktober 2017.  Ananda mengatakan, selama menimba ilmu di Kanisius dia mendapat pemahaman tentang pluralisme. Dengan menghargai perbedaan, dia percaya kehidupan di dunia akan menjadi lebih baik.""""Perbedaan itu yang membuat kita bersatu,"""" ujarnya. Namun dia menganggap figur Anies justru berlawanan dengan nilai-nilai itu.Menurut Ananda,  pada masa kampanye Pilkada DKI 2017 yang sarat dengan sentimen agama dan rasialis, Anies Baswedan terlihat tidak merasa terganggu. Ditambah lagi pidato perdana Anies sebagai gubernur yang menyinggung masalah pribumi.“Saya tidak ngomong politik, ini soal hati nurani dan nilai kemanusiaan,” kata Ananda Sukarlan.Anies Baswedan mengatakan baru tadi pagi diberitahu ihwal protes Ananda Sukarlan itu. Menurut dia, siapa pun berhak mengungkapkan pikiran atau kritikan dengan caranya masing-masing. Ia hadir dalam acara itu karena diundang sebagai gubernur sekaligus sahabat.""""Saya ini bukan kayak orang enggak kenal sama teman-teman di Kanisius. Dan ini bukan kedatangan pertama di Kanisius,"""" tutup Anies Baswedan.""",Hoax
2147,"""Gubernur DKI Jakarta Anies Baswedan mengatakan tidak tahu Ananda Sukarlan memprotes kehadirannya dalam peringatan 90 tahun berdirinya Kolese Kanisius. Namun dia tidak mempermasalahkan dan tetap menghormati sikap komponis itu. “Saya akan menyapa semua, mengayomi semua. Kalau kemudian ada reaksi negatif, ya, itu bonus buat saya. Enggak ada sesuatu, biasa saja,"""" ujar Anies di Balai Kota Jakarta, Senin, 13 November 2017.Ananda melancarkan aksi walk out untuk memprotes panitia yang mengundang Anies dalam peringatan berdirinya Kolese Kanisius. Menurut dia, Anies tidak layak berada di tengah-tengah komunitas Kanius. """"Kenapa mengundang seseorang yang bertentangan dengan nilai-nilai yang diajarkan ke kita di Kanisius?"""" katanya saat dihubungi Tempo, Senin.Ananda mengatakan, selama menimba ilmu di Kanisius, dia mendapat pemahaman tentang pluralisme. Dengan menghargai perbedaan, dia percaya kehidupan di dunia akan menjadi lebih baik. """"Perbedaan itu yang membuat kita bersatu,"""" ujarnya. Namun dia menganggap figur Anies justru berlawanan dengan nilai-nilai itu.Menurut Ananda,  pada masa kampanye pemilihan kepala daerah DKI 2017 yang sarat dengan sentimen agama dan rasialis, Anies Baswedan terlihat tidak merasa terganggu. Ditambah lagi pidato perdana Anies sebagai gubernur yang menyinggung masalah pribumi. “Saya tidak ngomong politik, ini soal hati nurani dan nilai kemanusiaan,” kata Ananda.Anies Baswedan mengatakan baru tadi pagi diberi tahu ihwal protes Ananda Sukarlan itu. Menurut dia, siapa pun berhak mengungkapkan pikiran atau kritik dengan caranya masing-masing. Ia hadir dalam acara itu karena diundang sebagai gubernur sekaligus sahabat. """"Saya ini bukan kayak orang enggak kenal sama teman-teman di Kanisius,” ucap Anies. “Dan ini bukan kedatangan pertama di Kanisius.""""""",Hoax
2149,"""Di bawahnya terpampang beberapa kalimat yng mengindikasikan nickname palaku peretasan serta sebuah pesan gurauan yang dinilai oleh peretas sebagai bentuk intoleransi yang di lakukan oleh Ananda Sukarlan. Terdapat pula sederat nama-nama yang merupakan bagian atau kelompok dari grup peretas tersebut.Hingga saat berita di rilis belum ada respon perbaikan dari pihak menejemen atau pengelola website komposer kenamaan yang terkenal dengan karya-karya musik klasiknya tersebut.Sekedar informasi, sebelumnya pada acara acara Perayaan 90 tahun Kolese Kanisius, Ananda Sukarlan melakukan aksi Walk Out atau meninggalkan ruangan pada saat Gubernur Jakarta Anies Baswedan sedang membacakan pidatonya. Di lansir dari sejumlah media online aksi boikot yang di lakukan oleh Anandan Sukarlan merupakan bentuk ketidak setujuannya pada sosok gubernur DKI terpilih, Anies Baswedan.Aksinya tersebut kemudian diikuti oleh sebagian tamu undangan yang ada dalam ruangan tersebut. Setelah Anies Baswedan selesai berpidato para tamu undangan kemudian masuk keruangan kembali untuk melanjutkan acara. Atas aksinya tersebut,banyak Pro Kontra yang beredar di media sosial dari kalangan netizen. Bahkan, netizen ramai-ramai mengusung tanda tagar #UninstallTraveloka dalam lini masa mereka karena aksi WO Ananda Sukarlan tersebut di nilai sebagian netizen mendapat dukungan dari CEO Traveloka, meski pada kenyataanya Derianto Kusuma selaku Bos Traveloka tidak ada dalam acara tersebut.""",Hoax
2151,"""tirto.id - Kolese Kanisius menggelar malam penghargaan dalam rangka memperingati ulang tahun ke-90 di Hall D JIExpo Kemayoran, Jakarta Utara, Sabtu (11/11). Penghargaan tersebut diberikan kepada lima alumni lintas generasi.  Salah satunya, pianis terkenal, Ananda Sukarlan.Dalam penghargaan tersebut, turut hadir Gubernur DKI Jakarta Anies Baswedan. Anies pun didapuk untuk memberikan sambutan. Saat Anies berpidato, Ananda Sukarlan tiba-tiba berdiri dan langsung meninggalkan (walk out) ruangan.Padahal, Ananda sedianya menerima penghargaan bersama Derianto Kusuma (pendiri Traveloka), Romo Magnis Suseno (tokoh Jesuit), Irwan Ismaun Soenggono (tokoh pembina Pramuka) dan Dr. Boenjamin Setiawan (pendiri Kalbe Farma). Aksi Ananda ini kemudian diikuti ratusan alumni dan hadirin yang lain.Namun, insiden itu tak berlangsung lama. Setelah Anies selesai memberi sambutan dan meninggalkan acara, Ananda dan sejumlah alumni yang sempat walk out, kembali ke tempat duduk masing-masing.Ananda kemudian memberikan pidato selepas menerima penghargaan. Dalam pidatonya, komposer Rapsodia Nusantara ini memberi penjelasan atas sikapnya meninggalkan ruangan. Ananda mengkritik panitia yang telah mengundang Anies hadir dalam acara tersebut.“Anda telah mengundang seseorang dengan nilai-nilai serta integritas yang bertentangan dengan apa yang telah diajarkan kepada kami,” kata Ananda dalam keterangan tertulis yang diterima Tirto, Senin (13/11/2017).Ketika dihubungi Redaksi Tirto, Ananda tak menampik ihwal insiden dan pernyataannya tersebut. Ia menjelaskan, kronologi dirinya keluar dari ruangan tempat berlangsungnya acara. “Pas saat Anies bicara tentang pembangunan Jakarta. Membangun seperti apa, itu Tanah Abang jadi kacau. Kalau kacau begitu kan bukan pembangunan,” kata Ananda.Saat itu, menurut Ananda, dirinya duduk di deretan kursi kedua. Saat berdiri dan berjalan ke pintu keluar yang berada di belakang, ia mengaku, banyak orang yang melihatnya. Saat berjalan keluar itulah, kata Ananda, sejumlah alumni Kolese Kanisius juga mengikutinya.Ananda mengaku, tak mengajak teman-temannya untuk keluar. Namun, belakangan, Ananda sadar bahwa sosok-sosok yang banyak keluar merupakan teman seangkatannya, yakni angkatan 1986. “Saya masuk lagi setelah setengah jam Anies keluar,” kata Ananda.Ananda kembali menegaskan, sikapnya bukan bentuk kebencian personal. Menurut dia, langkahnya merupakan kritik kepada panitia. Namun, dia tak ambil pusing jika kemudian Anies tersinggung.“Enggak ada dendam pribadi. Ini kritik ke panitia. Kenapa mengundang seseorang yang mendapatkan jabatannya berbeda dengan nilai yang diajarkan. Bukan (kebencian) kepada Anies,” kata Ananda menegaskan.Insiden ini pun sempat beredar dalam sebuah video yang diunggah di Facebook. Namun, Gubernur Anies Baswedan malah mengaku tak mengetahui ada komposer kondang yang walk out  saat dirinya memberikan pidato. Anies mengungkapkan, dirinya baru mengetahui kejadian tersebut setelah sampai di kantor.Anies pun santai menanggapi hal itu. """"Menurut Eros Djarot, bahwa itu tidak mencerminkan sikap Kanisius,"""" ungkap Anies di Balai Kota, Jakarta Pusat, Senin siang.Mantan Menteri Pendidikan dan Kebudayaan ini mengaku, dirinya menghormati perbedaan sikap dan pandangan. Anies juga mengatakan memberikan hak kepada siapa pun untuk mengungkapkan dengan cara masing-masing.Anies pun menyinggung kewajiban seorang Gubernur yang harus mengayomi warganya. “Kalau kemudian ada reaksi negatif, itu bonus saja,"""" ucapnya. """,Hoax
2154,"""Aksi walk out yang dilakukan alumni Kolese Kanisius termasuk komposer ternama Ananda Sukarlan dan pemilik Traveloka Derianto Kusuma saat Gubernur DKI Jakarta Anies Baswedan berpidato ternyata berbuntut panjang.Jadi sorotan publik, kini warganet ramai-ramai menyerukan ajakan untuk menghapus atau uninstall aplikasi Traveloka dari smartphone mereka. Ajakan untuk uninstall itu pun menggema di linimasa Twitter, bahkan menjadi salah satu trending topic di Twitter Indonesia.Aksi walk out tersebut terjadi dalam acara peringatan 90 tahun berdirinya Kolese Kanisius pada hari Sabtu (11/11/2017), di Hall D JIExpo Kemayoran. Ananda berdiri dari kursi VIP yang disediakan untuknya dan walk out saat Anies memberikan sambutan. Mirisnya, aksinya tersebut diikuti oleh sejumlah alumni lainnya.Melihat dari informasi yang beredar di linimasa, hadir salah satu pendiri sekaligus CTO Traveloka Derianto Kusuma menyalami dan memberikan ucapan selamat kepada Ananda setelah aksi walk out dan pidato Anies Baswedan. Tentu hal tersebut dianggap sebagai dukungan terhadap aksi walk out Ananda.Setelah kejaidian tersebut, belum tau siapa yang memulai, informasi ini kemudian memancing sebagian netizen untuk melakukan aksi boikot terhadap aplikasi Traveloka. Hashtag #BoikotTraveloka dan #UninstallTraveloka menggema dan terus bertambah dengan seiring meluasnya ajakan netizen untuk menghapus aplikasi pemesanan hotel dan transportasi tersebut.Mengintip linimasa Twitter, pemilik akun @dimasprakbar berkicau alasan tagar tersebut ramai. “Hastag #UninstallTraveloka merupakan tindak lanjut atas partisipasi bos Traveloka pada aksi walkout saat gubernur DKI Jakarta berpidato. Impas,” cuitnya.Netizen dengan akun @hizzatullah menuliskan hal yang mirip. Menurut dia, pemilik Traveloka telah mencontohkan aksi tidak terhormat dalam walk out di Kanisius. Dia juga menyebut, diskon harga yang diberikan Traveloka tidak sebanding dengan kehormatan.Alih-alih banyak pengguna Twitter mengajak netizen lain untuk menghapus aplikasi Traveloka, ternyata ada juga balasan netizen lain yang lucu, seperti halnya pemilik aku @ardeks. Dirinya mengatakan pengguna yang menghapus aplikasi trasnportasi itu tetapi masih dapat memakai layanannya lewat website.""",Hoax
