no,berita,tagging
1016,508,"""Aja"
1017,kan meng-uninstall aplikasi traveloka seliwer di linimasa twitter  hal ini rupa picu aksi walk out pianis ananda sukarlan saat gubernur dki jakarta anies baswedan pidato  aksi walk out jadi dalam acara ingat 90 tahun diri kolese kanisius pada sabtu  11 11   di hall d jiexpo mayor  ananda diri dari kursi vip-nya dan walk out saat anies beri sambut  aksi ikut jumlah alumni lain  dasar informasi yang edar di linimasa  hadir salah satu diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda  entah siapa yang mulai  informasi ini kemudian pancing bagi netizen untuk laku aksi boikot traveloka  hashtag  boikottraveloka tengger jadi salah satu trending topic twitter indonesia  derianto dan ananda sendiri adalah dua dari lima alumni kolese kanisius prestasi yang terima harga di acara ini  selain dua  ada romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka  dan dr boenjamin setiawan  diri kalbe farma  ketika hubung detikinet selasa  14 11 2017   pr manager traveloka busyra oryza benar bahwa diri sekaligus cto traveloka derianto kusuma adalah salah satu terima harga di acara sebut  namun derianto halang hadir    benar pak deri  derianto  tidak hadir  beliau sedang laku jalan dinas di hari itu  jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ    ujar busyra tanggap travelokatraveloka tanggap ramai berita kena aja boikot layan  aplikasi mesan hotel dan tiket jalan ini sekaligus beri klarifikasi kait jadi di acara kolese kanisius  seperti tahu  aja uninstall aplikasi traveloka seliwer di linimasa twitter  hal ini rupa picu aksi walk out pianis ananda sukarlan saat gubernur dki jakarta anies baswedan pidato aksi walk out jadi dalam acara ingat 90 tahun diri kolese kanisius pada sabtu  11 11   di hall d jiexpo mayor  ananda diri dari kursi vip-nya dan walk out saat anies beri sambut  aksi ikut jumlah alumni lain dasar kabar yang edar di linimasa  hadir salah satu diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda entah siapa yang mulai  informasi ini kemudian pancing bagi netizen untuk laku aksi boikot traveloka  hashtag  boikottraveloka tengger jadi salah satu trending topic twitter indonesia pr manager traveloka busyra oryza benar bahwa diri sekaligus cto traveloka derianto kusuma adalah salah satu terima harga di acara sebut  namun dia halang hadir    traveloka turut bangga bahwa salah satu diri kami bapak derianto kusuma  terima harga dari alumni kanisius  akan tetapi beliau halang hadir karena beliau sedang laku jalan dinas yang telah rencana beberapa bulan belum  jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ    ujar    kami nyata bahwa traveloka rupa usaha bas terknologi yang diri oleh putera-puteri bangsa indonesia yang depan nilai saling harga  toleransi dan inovasi  nilai ini senantiasa terap kepada karyawan maupun mang penting eksternal    sambung  kait edar sebut nama derianto beri dukung kepada ananda dan muncul aja boikot traveloka  pihak traveloka turut busyro masih laku investigasi    kami baru lihat ramai soal ini  kami juga masih investigasi  yang bisa saya sampai  beliau halang hadir dan kami belum ambil sikap apa    sebut derianto dan ananda sendiri adalah dua dari lima alumni kolese kanisius prestasi yang terima harga di acara ini  selain dua  ada romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka  dan dr boenjamin setiawan  diri kalbe farma  ,Valid
1018,509,"""Aja"
1019,kan meng-uninstall aplikasi traveloka dalam dua hari ini seliwer di linimasa media sosial  hal ini rupa picu aksi walk out pianis ananda sukarlan saat gubernur dki jakarta anies baswedan pidato aksi walk out sebut jadi dalam acara ingat 90 tahun diri kolese kanisius pada sabtu  11 11   di hall d jiexpo mayor  ananda diri dari kursi vip-nya dan walk out saat anies beri sambut  aksi ananda ikut jumlah alumni lain dasar informasi yang edar di linimasa  hadir salah satu diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda entah siapa yang mulai  informasi ini kemudian pancing bagi netizen untuk laku aksi boikot traveloka tak kecuali netizen asal banten  hashtag  boikottraveloka tengger jadi salah satu trending topic twitter indonesia salah satu netizen asal kota cilegon yang saat ini mukim di qatar  rahmat  40  kata bahwa diri tidak dapat dengan sikap ananda dan derianto sang diri traveloka yang laku aksi wo di acara kanisius   sikap mereka tidak toleran karena mencampuradukkan politik dan didik   ujar rahmat hal nada ungkap oleh rina  39  usaha garmen asal tangerang yang juga unggah dilinimasa facebook milik   mulai sekarang bye-bye traveloka  mending beli tiket di travel tetangga   ujar rina ,Hoax
1020,510,"""Gub"
1021,ernur dki jakarta anies baswedan aku tidak masalah dan tetap hormat sikap komponis ananda sukarlan yang protes hadir dalam ingat 90 tahun diri kolese kanisius   saya akan sapa semua  ayom semua  kalau kemudian ada reaksi negatif  yah itu bonus buat saya  enggak ada sesuatu  biasa saja    ujar anies di balai kota jakarta  senin  13 november 2017 ananda sukarlan lancar aksi walk out untuk protes panita yang undang anies dalam ingat diri kolese kanisius    kenapa undang orang yang tentang dengan nilai yang ajar ke kita di kanisius    kata  saat hubung tempo  senin  13 oktober 2017  ananda kata  lama timba ilmu di kanisius dia dapat paham tentang pluralisme  dengan harga beda  dia percaya hidup di dunia akan jadi lebih baik    beda itu yang buat kita satu    ujar  namun dia anggap figur anies justru lawan dengan nilai itu turut ananda  pada masa kampanye pilkada dki 2017 yang sarat dengan sentimen agama dan rasialis  anies baswedan lihat tidak rasa ganggu  tambah lagi pidato perdana anies bagai gubernur yang singgung masalah pribumi  saya tidak ngomong politik  ini soal hati nurani dan nilai manusia   kata ananda sukarlan anies baswedan kata baru tadi pagi diberitahu ihwal protes ananda sukarlan itu  turut dia  siapa pun hak ungkap pikir atau kritik dengan cara masing-masing  ia hadir dalam acara itu karena undang bagai gubernur sekaligus sahabat    saya ini bukan kayak orang enggak kenal sama teman di kanisius  dan ini bukan datang pertama di kanisius    tutup anies baswedan  ,Hoax
1022,511,"""Gub"
1023,ernur dki jakarta anies baswedan kata tidak tahu ananda sukarlan protes hadir dalam ingat 90 tahun diri kolese kanisius  namun dia tidak masalah dan tetap hormat sikap komponis itu   saya akan sapa semua  ayom semua  kalau kemudian ada reaksi negatif  ya  itu bonus buat saya  enggak ada sesuatu  biasa saja    ujar anies di balai kota jakarta  senin  13 november 2017 ananda lancar aksi walk out untuk protes panitia yang undang anies dalam ingat diri kolese kanisius  turut dia  anies tidak layak ada di tengah komunitas kanius    kenapa undang orang yang tentang dengan nilai yang ajar ke kita di kanisius    kata saat hubung tempo  senin ananda kata  lama timba ilmu di kanisius  dia dapat paham tentang pluralisme  dengan harga beda  dia percaya hidup di dunia akan jadi lebih baik    beda itu yang buat kita satu    ujar  namun dia anggap figur anies justru lawan dengan nilai itu turut ananda  pada masa kampanye pilih kepala daerah dki 2017 yang sarat dengan sentimen agama dan rasialis  anies baswedan lihat tidak rasa ganggu  tambah lagi pidato perdana anies bagai gubernur yang singgung masalah pribumi   saya tidak ngomong politik  ini soal hati nurani dan nilai manusia   kata ananda anies baswedan kata baru tadi pagi beri tahu ihwal protes ananda sukarlan itu  turut dia  siapa pun hak ungkap pikir atau kritik dengan cara masing-masing  ia hadir dalam acara itu karena undang bagai gubernur sekaligus sahabat    saya ini bukan kayak orang enggak kenal sama teman di kanisius   ucap anies   dan ini bukan datang pertama di kanisius    ,Hoax
1024,512,"""Apl"
1025,ikasi mesan hotel dan tiket jalan traveloka klarifikasi kabar yang edar hadap diri sekaligus cto traveloka  derianto kusuma turut pr manager traveloka busrya oryza  derianto kusuma tidak hadir dalam momen ingat 90 tahun kolese kanisius di hall d jiexpo mayor  sabtu  11 11  sejati  derianto hadir untuk jadi salah satu terima harga di acara yang hadir oleh gubernur dki anies baswedan sebut  benar pak deri  derianto  tidak hadir  beliau sedang laku jalan dinas di hari itu yang telah rencana beberapa bulan belum  jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ   ujar busyra  selasa sore  14 11  belum  lini masa di dunia maya sorot boikot traveloka  hal itu tunjuk dengan ada tagar  uninstalltraveloka yang tahan sejak senin malam hingga selasa sore ini boikot traveloka itu laku warganet karena anggap derianto ikut beri applause kepada ananda sukarlan yang laku aksi walk out saat gubernur dki anies baswedan pidato  ananda nilai pihak panitia harus tidak undang gubernur anies karena berangan dengan nilai kanisius  kami baru lihat ramai soal ini  kami juga masih investigasi  yang bisa saya sampai  beliau halang hadir dan kami belum ambil sikap apa   singkat derianto dan ananda sendiri adalah dua dari lima alumni kolese kanisius prestasi yang terima harga di acara ini  selain dua  ada romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka  dan dr boenjamin setiawan  diri kalbe farma  ,Valid
1026,513,"""Di "
1027,bawah pampang beberapa kalimat yng indikasi nickname pala retas serta buah pesan gurau yang nilai oleh retas bagai bentuk intoleransi yang di laku oleh ananda sukarlan  dapat pula sederat nama yang rupa bagi atau kelompok dari grup retas sebut hingga saat berita di rilis belum ada respon baik dari pihak menejemen atau kelola website komposer nama yang kenal dengan karya musik klasik sebut dar informasi  belum pada acara acara raya 90 tahun kolese kanisius  ananda sukarlan laku aksi walk out atau tinggal ruang pada saat gubernur jakarta anies baswedan sedang baca pidato  di lansir dari jumlah media online aksi boikot yang di laku oleh anandan sukarlan rupa bentuk tidak tuju pada sosok gubernur dki pilih  anies baswedan aksi sebut kemudian ikut oleh bagi tamu undang yang ada dalam ruang sebut  telah anies baswedan selesai pidato para tamu undang kemudian masuk ruang kembali untuk lanjut acara  atas aksi sebut  banyak pro kontra yang edar di media sosial dari kalang netizen  bahkan  netizen ramai usung tanda tagar  uninstalltraveloka dalam lini masa mereka karena aksi wo ananda sukarlan sebut di nilai bagi netizen dapat dukung dari ceo traveloka  meski pada kenyataanya derianto kusuma selaku bos traveloka tidak ada dalam acara sebut  ,Hoax
1028,514,"""Aks"
1029,i walk out  wo  pianis ananda sukarlan saat gubernur dki jakarta anies baswedan pidato dalam acara ingat 90 tahun diri kolese kanisius pada sabtu  11 11   di hall d jiexpo mayor  nyata bernuntut panjang aksi ananda ini ikut dengan aksi aja ramai copot aplikasi traveloka  apa yang sebab aksi walk out ini ikut dengan aja tagar  uninstalltraveloka  ananda diri dari kursi vip-nya dan walk out saat anies beri sambut  aksi ikut jumlah alumni lain betul dalam acara ini akan serah harga kanisius kepada 5 alumni dari bagai generasi  banyak 5 alumni ini saring dari 95 final yang jadi kandidat mereka adalah ananda sukarlan  komponis  pianis   derianto kusuma  diri traveloka   romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka  dan dr boenjamin setiawan  diri kalbe farma  dasar kabar yang edar di linimasa  diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda informasi ini kemudian pancing bagi netizen untuk laku aksi boikot traveloka  hashtag  boikottraveloka tengger jadi salah satu trending topic twitter indonesia traveloka kepada detikinet tanggap ramai berita kena aja boikot layan  aplikasi mesan hotel dan tiket jalan ini sekaligus beri klarifikasi kait jadi di acara kolese kanisius pr manager traveloka busyra oryza benar bahwa diri sekaligus cto traveloka derianto kusuma adalah salah satu terima harga di acara sebut  namun dia halang hadir  benar pak deri  derianto  tidak hadir  beliau sedang laku jalan dinas di hari itu  jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ   ujar busyra kait edar berita derianto beri dukung kepada ananda yang laku walk out dan muncul aja boikot traveloka  pihak traveloka turut busyro masih laku investigasi  kami baru lihat ramai soal ini  kami juga masih investigasi  yang bisa saya sampai  beliau halang hadir dan kami belum ambil sikap apa   singkat amat tribunnews pun  telah turun dari panggung  ananda salam dan dapat puji dari para nominator terima harga  antara lain mantan menteri ir  sarwono kusumaatmaja dan pater e baskoro poedjinoegroho s j  kepala sma kanisius  tak ada tulis  cto traveloka derianto kusuma hadir dan beri selamat saat terima harga  ananda juga sempat sampai pidato lama 10 menit  anda telah undang orang dengan nilai serta integritas yang tentang dengan apa yang telah ajar kepada kami  walaupun anda mungkin harus undang karena jabat  tapi next time kita harus lihat juga orang  ia dapat jabat dengan cara yang tidak sesuai dengan nilai kanisius  ini saya tidak ngomong politik  ini soal hati nurani dan nilai manusia   kata ,Valid
1030,515,"""tir"
1031,to id - kolese kanisius gelar malam harga dalam rangka ingat ulang tahun ke-90 di hall d jiexpo mayor  jakarta utara  sabtu  11 11   harga sebut beri kepada lima alumni lintas generasi  salah satu  pianis kenal  ananda sukarlan dalam harga sebut  turut hadir gubernur dki jakarta anies baswedan  anies pun didapuk untuk beri sambut  saat anies pidato  ananda sukarlan tiba diri dan langsung tinggal  walk out  ruang padahal  ananda sedia terima harga sama derianto kusuma  diri traveloka   romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka  dan dr boenjamin setiawan  diri kalbe farma   aksi ananda ini kemudian ikut ratus alumni dan hadirin yang lain namun  insiden itu tak langsung lama  telah anies selesai beri sambut dan tinggal acara  ananda dan jumlah alumni yang sempat walk out  kembali ke tempat duduk masing-masing ananda kemudian beri pidato lepas terima harga  dalam pidato  komposer rapsodia nusantara ini beri jelas atas sikap tinggal ruang  ananda kritik panitia yang telah undang anies hadir dalam acara sebut  anda telah undang orang dengan nilai serta integritas yang tentang dengan apa yang telah ajar kepada kami   kata ananda dalam terang tulis yang terima tirto  senin  13 11 2017  ketika hubung redaksi tirto  ananda tak tampik ihwal insiden dan nyata sebut  ia jelas  kronologi diri keluar dari ruang tempat langsung acara   pas saat anies bicara tentang bangun jakarta  bangun seperti apa  itu tanah abang jadi kacau  kalau kacau begitu kan bukan bangun   kata ananda saat itu  turut ananda  diri duduk di deret kursi dua  saat diri dan jalan ke pintu keluar yang ada di belakang  ia aku  banyak orang yang lihat  saat jalan keluar itu  kata ananda  jumlah alumni kolese kanisius juga ikut ananda aku  tak ajak teman untuk keluar  namun  belakang  ananda sadar bahwa sosok yang banyak keluar rupa teman angkat  yakni angkat 1986   saya masuk lagi telah tengah jam anies keluar   kata ananda ananda kembali tegas  sikap bukan bentuk benci personal  turut dia  langkah rupa kritik kepada panitia  namun  dia tak ambil pusing jika kemudian anies singgung  enggak ada dendam pribadi  ini kritik ke panitia  kenapa undang orang yang dapat jabat beda dengan nilai yang ajar  bukan  benci  kepada anies   kata ananda tegas insiden ini pun sempat edar dalam buah video yang unggah di facebook  namun  gubernur anies baswedan malah aku tak tahu ada komposer kondang yang walk out saat diri beri pidato  anies ungkap  diri baru tahu jadi sebut telah sampai di kantor anies pun santai tanggap hal itu    turut eros djarot  bahwa itu tidak cermin sikap kanisius    ungkap anies di balai kota  jakarta pusat  senin siang mantan menteri didik dan budaya ini aku  diri hormat beda sikap dan pandang  anies juga kata beri hak kepada siapa pun untuk ungkap dengan cara masing-masing anies pun singgung wajib orang gubernur yang harus ayom warga   kalau kemudian ada reaksi negatif  itu bonus saja    ucap ,Hoax
1032,516,"""Med"
1033,ia sosial di indonesia  utama twitter  saat ini sedang dibanjiriseruan untuk laku uninstall aplikasi traveloka turut para netizen  cto yang juga salah satu diri traveloka  derianto kusuma  sebut dukung aksi walk out saatgubernur dki jakarta anies baswedan sedang pidato acara ulang tahun sekolah kolese kanisius kabar itu buat marah para netizen yang menyebutderianto tidak hormat anies dan putus untukramai-ramai copot aplikasi traveloka dari ponsel pintar entah darimana awal informasi ini edar  karena nyata kabar itu hanya hoax pihak traveloka telah konfirmasi jika derianto tidak hadir dalam acaraperingatan ke-90 tahun kanisius pada sabtu  11 11  lalu  tahu  derianto memang undang untuk hadir acara sebut karena iamendapatkan harga bagai salah satu alumnus kanisius yang prestasi akan tetapi beliau halang hadir karena beliau sedang melakukanperjalanan dinas yang telah rencana beberapa bulan belum    tulis nyata resmi traveloka ini arti apa yang isu di media sosial soal dukunganderianto hadap aksi walk out sebut tidak benar soal detail dari aksi sebut  turut terang resmi dari kolose kanisius  sampai bahwa saat anies beri pidato  salah satu alumnus yang juga rupa pianis terkenalananda sukarlan putus diri dari kursi vip-nya dan laku walk out aksi ini kemudian ikut oleh ratus alumni dan tamu undang lain yang hadir telah anies selesai beri pidato dan tinggal tempat  orang yang laku walk out tadi kembali masuk ruang ananda sukarlan sendiri jadi alumnus lain yang terima penghargaandalam acara ini karena anggap prestasi di bidang musik hal ini jadi bukti untuk sekian kali hoax berhasilmempengaruhi masyarakat luas dalam waktu yang singkat tanpa fakta dan informasi yang benar  masyarakat masihmudah percaya dengan apa yang jadi trending topik media sosial tanpa telusur benar lebih dahulu  ,Valid
1034,517,"""Heb"
1035,oh  netizen ramai buat tagar uninstall aplikasi traveloka di media sosial  hal ini rupa picu aksi walk out pianis ananda sukarlan ketika gubernur dki jakarta anies baswedan pidato pada acara harga kolose kanisius di hall d jiexpo mayor  sabtu  11 11 2017  travelokapun tanggap ramai berita kena aja boikot layan  aplikasi mesan hotel dan tiket jalan ini sekaligus beri klarifikasi kait jadi di acara kolese kanisius dasar kabar yang edar di linimasa  hadir salah satu diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda entah siapa yang mulai  informasi ini kemudian pancing bagi netizen untuk laku aksi boikot traveloka  hashtag  boikottraveloka tengger jadi salah satu trending topic twitter indonesia saat pidato  ananda sukarlan sampai hal yang duga sindir anies baswedan dalam pidato  ananda sampai kritik kepada panitia karena telah undang orang yang dapat jabat dengan cara yang tidak sesuai dengan nilai kanisius    anda telah undang orang yang dapat jabat dengan cara yang beda dengan nilai serta integritas yang telah ajar kepada kita di kanisius  walaupun anda mungkin harus undang karena jabat  tapi next time kita harus lihat juga sosok itu seperti apa  ini saya tidak ngomong politik  ini soal hati nurani dan nilai manusia    tutur sementara itu  pr manager traveloka busyra oryza benar bahwa diri sekaligus cto traveloka derianto kusuma adalah salah satu terima harga di acara sebut  namun dia halang hadir    traveloka turut bangga bahwa salah satu diri kami derianto kusuma  terima harga dari alumni kanisius  akan tetapi beliau halang hadir karena beliau sedang laku jalan dinas yang telah rencana beberapa bulan belum  jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ    ujar    kami nyata bahwa traveloka rupa usaha bas terknologi yang diri oleh putera-puteri bangsa indonesia yang depan nilai saling harga  toleransi dan inovasi  nilai ini senantiasa terap kepada karyawan maupun mang penting eksternal    sambung kait edar sebut nama derianto beri dukung kepada ananda dan muncul aja boikot traveloka  pihak traveloka turut busyro masih laku investigasi    kami baru lihat ramai soal ini  kami juga masih investigasi  yang bisa saya sampai  beliau halang hadir dan kami belum ambil sikap apa    tandas derianto dan ananda sendiri adalah dua dari lima alumni kolese kanisius prestasi yang terima harga di acara ini  selain dua  ada romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka  dan dr boenjamin setiawan  diri kalbe farma   ,Valid
1036,518,"""Aks"
1037,i walk out yang laku alumni kolese kanisius masuk komposer nama ananda sukarlan dan milik traveloka derianto kusuma saat gubernur dki jakarta anies baswedan pidato nyata buntut panjang jadi sorot publik  kini warganet ramai seru aja untuk hapus atau uninstall aplikasi traveloka dari smartphone mereka  aja untuk uninstall itu pun gema di linimasa twitter  bahkan jadi salah satu trending topic di twitter indonesia aksi walk out sebut jadi dalam acara ingat 90 tahun diri kolese kanisius pada hari sabtu  11 11 2017   di hall d jiexpo mayor  ananda diri dari kursi vip yang sedia untuk dan walk out saat anies beri sambut  miris  aksi sebut ikut oleh jumlah alumni lain lihat dari informasi yang edar di linimasa  hadir salah satu diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat kepada ananda telah aksi walk out dan pidato anies baswedan  tentu hal sebut anggap bagai dukung hadap aksi walk out ananda telah kejaidian sebut  belum tau siapa yang mulai  informasi ini kemudian pancing bagi netizen untuk laku aksi boikot hadap aplikasi traveloka  hashtag  boikottraveloka dan  uninstalltraveloka gema dan terus tambah dengan iring luas aja netizen untuk hapus aplikasi mesan hotel dan transportasi sebut intip linimasa twitter  milik akun  dimasprakbar kicau alas tagar sebut ramai   hastag  uninstalltraveloka rupa tindak lanjut atas partisipasi bos traveloka pada aksi walkout saat gubernur dki jakarta pidato  impas   cuit netizen dengan akun  hizzatullah tulis hal yang mirip  turut dia  milik traveloka telah contoh aksi tidak hormat dalam walk out di kanisius  dia juga sebut  diskon harga yang beri traveloka tidak banding dengan hormat alih banyak guna twitter ajak netizen lain untuk hapus aplikasi traveloka  nyata ada juga balas netizen lain yang lucu  seperti hal milik aku  ardeks  diri kata guna yang hapus aplikasi trasnportasi itu tetapi masih dapat pakai layan lewat website  ,Hoax
1038,519,"""Vir"
1039,al wak gera aja netizen meng-uninstall aplikasi traveloka  pantau aja ini seliwer di bagi media sosial selasa  14 11 2017  hal ini rupa picu aksi walk out pianis ananda sukarlan saat gubernur dki jakarta anies baswedan pidato pantau keprinews co id selasa  14 11 2017  di sosial media twitter tanda pagar  uninstalltraveloka trending peringkat pertama di twitter indonesia aksi walk out jadi dalam acara ingat 90 tahun diri kolese kanisius pada sabtu  11 11   di hall d jiexpo mayor  ananda diri dari kursi vip-nya dan walk out saat anies beri sambut  aksi ikut jumlah alumni lain dasar informasi yang edar di linimasa  hadir salah satu diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda entah siapa yang mulai  informasi ini kemudian pancing bagi netizen untuk laku aksi boikot traveloka  hashtag  boikottraveloka dan  uninstalltraveloka tengger jadi salah satu trending topic twitter indonesia derianto dan ananda sendiri adalah dua dari lima alumni kolese kanisius prestasi yang terima harga di acara ini  selain dua  ada romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka  dan dr boenjamin setiawan  diri kalbe farma  seperti lansir keprinews co id dari laman detik com selasa  14 11 2017  ketika hubung  pr manager traveloka busyra oryza benar bahwa diri sekaligus cto traveloka derianto kusuma adalah salah satu terima harga di acara sebut  namun dia halang hadir  benar pak deri  derianto  tidak hadir  beliau sedang laku jalan dinas di hari itu  jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ   ujar busyra ,Valid
1040,520,"""Aja"
1041,kan meng-uninstall aplikasi traveloka seliwer di linimasa twitter  hal ini rupa picu aksi walk out pianis ananda sukarlan saat gubernur dki jakarta anies baswedan pidato aksi walk out jadi dalam acara ingat 90 tahun diri kolese kanisius pada sabtu  11 11   di hall d jiexpo mayor  ananda diri dari kursi vip-nya dan walk out saat anies beri sambut  aksi ikut jumlah alumni lain dasar informasi yang edar di linimasa  hadir salah satu diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda entah siapa yang mulai  informasi ini kemudian pancing bagi netizen untuk laku aksi boikot traveloka  hashtag  boikottraveloka tengger jadi salah satu trending topic twitter indonesia derianto dan ananda sendiri adalah dua dari lima alumni kolese kanisius prestasi yang terima harga di acara ini  selain dua  ada romo magnis suseno  tokoh jesuit   irwan ismaun soenggono  tokoh bina pramuka  dan dr boenjamin setiawan  diri kalbe farma  lansir dari detik com  selasa  14 11 2017   pr manager traveloka busyra oryza benar bahwa diri sekaligus cto traveloka derianto kusuma adalah salah satu terima harga di acara sebut  namun dia halang hadir  benar pak deri  derianto  tidak hadir  beliau sedang laku jalan dinas di hari itu  jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ   ujar busyra  ,Valid
1042,521,"""Gub"
1043,ernur dki jakarta anies baswedan sayang aja uninstall traveloka yang belum ramai seliwer di linimasa twitter  aja uninstall traveloka sebut picu aksi walk out pianis ananda sukarlan saat gubernur dki jakarta anies baswedan pidato  nah kalau turut saya begini  kita hormat orang pandang  hormat orang beda  tidak perlu harus uninstall dan lain   kata anies di gedung dprd dki jakarta  jalan kebon sirih  gambir  jakarta pusatmenurut anies  aplikasi traveloka lama ini beri manfaat bagi masyarakat  tidak harus aja sebut muncul hanya karena beda pandang  traveloka juga beri manfaat bagi warga banyak  toh itu buah jasa yang punya faedah yang besar bagi masyarakat banyak  jadi mari kita biasa untuk beda pandang dengan sehat saling hormat saling harga tanpa harus laku hukum seperti itu  jadi nggak perlu uninstall segala macam   tutur anies aja meng-uninstall aplikasi traveloka seliwer di linimasa twitter  hal ini rupa picu aksi walk out pianis ananda sukarlan saat gubernur dki jakarta anies baswedan pidato aksi walk out jadi dalam acara ingat 90 tahun diri kolese kanisius pada sabtu  ananda diri dari kursi vip-nya dan walk out saat anies beri sambut  aksi ikut jumlah alumni lain dasar informasi yang edar di linimasa  hadir salah satu diri sekaligus cto traveloka derianto kusuma salam dan beri ucap selamat ke ananda telah aksi walk out dan pidato anies  yang anggap bagai dukung hadap aksi ananda entah siapa yang mulai  informasi ini kemudian pancing bagi netizen untuk laku aksi boikot traveloka  hashtag  boikottraveloka tengger jadi salah satu trending topic twitter indonesia tapi dapat pasti bahwa kabar sebut hanya hoax alias tidak benar  pr manager traveloka busyra oryza benar bahwa diri sekaligus cto traveloka derianto kusuma adalah salah satu terima harga di acara sebut  namun dia halang hadir  traveloka turut bangga bahwa salah satu diri kami bapak derianto kusuma  terima harga dari alumni kanisius  akan tetapi beliau halang hadir karena beliau sedang laku jalan dinas yang telah rencana beberapa bulan belum  jadi kalau bilang ada pak deri di sana dan sebut beri dukung  kepada ananda   beliau tidak ada di situ   ujar  kami nyata bahwa traveloka rupa usaha bas teknologi yang diri oleh putera-puteri bangsa indonesia yang depan nilai saling harga  toleransi dan inovasi  nilai ini senantiasa terap kepada karyawan maupun mang penting eksternal   sambung ,Valid
1044,522,"""Gub"
